id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35601588,Pieza individual al lado d Metro Pedro de Valdivia,265925446,Paola,,Providencia,-33.42772,-70.61557,Private room,17000,2,1,2019-07-08,0.02,1,28,0,
36300243,Departamento entero 4 Home Studio 1 habitación,192473033,Claudia,,Estación Central,-33.45834,-70.69154,Entire home/apt,25000,3,47,2022-11-25,1.11,5,361,14,
35607158,Depto entero 2 hab. La Florida full electrico,263760800,Sergio,,La Florida,-33.52175,-70.60915,Entire home/apt,50000,2,82,2022-12-12,1.91,3,249,45,
36314317,"Acogedor Depto en Santiago Centro, para 4 personas",169322968,Laura,,Santiago,-33.43478,-70.65369,Entire home/apt,50143,2,122,2022-12-18,2.93,1,69,63,
36314926,P13 Cómodo departamento 3 personas en Providencia,140127790,Javier,,Providencia,-33.42785,-70.61762,Entire home/apt,50000,1,60,2022-11-20,1.42,18,365,31,
34945276,china,263316920,Keki,,Las Condes,-33.41261,-70.60305,Private room,250000,31,1,2019-09-12,0.02,3,0,0,
35611243,"P13 Ubicación inmejorable en Providencia, metro.",140127790,Javier,,Providencia,-33.42775,-70.6191,Private room,60000,1,36,2022-12-12,0.84,18,365,9,
34945534,Departamento Estudio El Golf,57047333,Claudia,,Las Condes,-33.41797,-70.59305,Entire home/apt,24571,4,17,2022-12-17,0.40,1,35,1,
35638068,BBB Depto. en Providencia a pasos metro Los Leones,77565621,Myriam,,Providencia,-33.42707,-70.60453,Entire home/apt,45000,3,27,2022-12-02,0.63,1,363,11,
36316289,"Recien renovado, a solo pasos del Parque Arauco",129260398,Daniela,,Las Condes,-33.40463,-70.58382,Entire home/apt,80000,28,16,2021-04-17,0.38,2,156,0,
35645333,"Barrio Bellavista, Bellas artes.",52443578,Laura,,Santiago,-33.43431,-70.64316,Private room,11000,1,3,2020-01-16,0.07,2,0,0,
34946022,Subte Refugio Farellones Techos Rojos,20081854,Teresa,,Lo Barnechea,-33.35055,-70.31092,Entire home/apt,120971,2,11,2022-09-11,0.26,1,88,6,
35645658,Santa Maria 7,63520648,Cristobal,,Recoleta,-33.43257,-70.64664,Entire home/apt,30000,4,0,,,1,242,0,
36317031,El mejor alojamiento en barrio brasil.,273127127,Elba,,Santiago,-33.43928,-70.66042,Private room,15000,5,0,,,1,90,0,
35652074,Costanera Aparts 2,71726045,Jose,,Providencia,-33.42511,-70.61577,Entire home/apt,51845,3,64,2022-12-06,1.49,2,314,21,
36319994,Cómoda Habitación en Santiago Centro,250373180,Cristian,,Santiago,-33.46005,-70.6545,Private room,14143,2,12,2022-12-17,0.29,3,359,7,
36321372,"Esplendida Habitación, Santiago Centro",250373180,Cristian,,Santiago,-33.45976,-70.65483,Private room,14143,2,25,2022-12-10,0.60,3,357,20,
34948859,Renovated & Best Downtown Locale - Close to Metro,1645230,Brian,,Santiago,-33.44002,-70.64635,Entire home/apt,28695,1,159,2022-12-22,3.63,20,83,56,
34950167,Excelente y moderno departamento centro santiago,105265963,Juan Pablo,,Santiago,-33.44891,-70.64253,Entire home/apt,36437,1,474,2022-12-24,11.01,1,56,171,
34959956,Carlos Antunez Apartment,133662044,Américo,,Providencia,-33.42756,-70.60497,Entire home/apt,34143,2,139,2022-12-13,3.18,2,95,31,
34968465,JI Home Boutique,263462543,Jimena,,Macul,-33.48453,-70.59462,Private room,30856,3,3,2020-04-30,0.07,2,364,0,
34978001,"Barrio tranquilo en Providencia, CAII403",57145979,Juan Pablo,,Providencia,-33.43726,-70.6197,Entire home/apt,50000,2,83,2022-12-12,1.93,8,205,48,
35654654,"Private bedroom with amazing view, downtown",6949796,Ximena,,Santiago,-33.45795,-70.64397,Private room,17071,2,32,2022-12-19,0.75,1,35,5,
34978926,"Casa Ñilhue, Camino a la Farellones",27310116,Francisco,,Lo Barnechea,-33.36997,-70.4471,Entire home/apt,110000,2,68,2022-12-11,1.59,4,175,11,
34995121,Departamento de lujo Escuela Militar (Las Condes),80931039,Juan Pablo,,Las Condes,-33.41363,-70.5865,Entire home/apt,120000,50,1,2019-05-26,0.02,4,180,0,
36321933,"Magnifica Habitación, Santiago Centro",250373180,Cristian,,Santiago,-33.46023,-70.65408,Private room,13143,2,10,2022-12-15,0.84,3,331,10,
35675330,Apartamento Espacioso en Bellas Artes,268338196,José,,Santiago,-33.43777,-70.64375,Entire home/apt,38000,1,52,2022-12-05,1.24,11,350,17,
36340484,Estudio ski in y out  con parking en El Colorado,273281510,Josefina,,Lo Barnechea,-33.34617,-70.29156,Entire home/apt,168571,3,1,2019-08-02,0.02,1,31,0,
35032676,Lindo depto a pocos minutos de Plaza Ñuñoa!,233513145,Rosimar,,Ñuñoa,-33.43722,-70.58024,Entire home/apt,37500,2,21,2022-07-25,0.50,1,120,7,
35677471,El hogar de Gio,268382923,Giovana,,La Florida,-33.52007,-70.59911,Private room,28000,1,5,2022-09-18,0.12,1,0,1,
36348056,Habitación individual - Santiago de Chile,163018917,Juan Pablo,,Maipú,-33.48323,-70.76017,Private room,18000,2,12,2022-01-31,0.28,2,149,1,
35678640,Pieza en Las Condes Metro Hernando de Magallanes,268392440,Sebastian,,Las Condes,-33.40546,-70.55691,Private room,25000,1,0,,,1,365,0,
36378932,Feel like at home! Cozy  apartment in El Golf.,37076708,Pilar,,Las Condes,-33.41988,-70.59798,Entire home/apt,55000,5,2,2022-03-31,0.18,1,164,2,
35033529,UBICACION PRIVILEGIADA,263905601,Solange,,Las Condes,-33.4062,-70.58499,Entire home/apt,74603,2,104,2022-12-23,2.44,1,156,52,
35678847,Habitación con cama matrimonial y baño privado.,166865332,Ana,,Vitacura,-33.40132,-70.58532,Private room,35000,1,0,,,1,283,0,
35039637,Lovely & chic studio in great location,135653809,Casa,,Santiago,-33.444,-70.64473,Private room,31500,2,46,2022-12-17,1.07,4,258,32,
36389549,"P10 Hermoso apartamento, 3 personas, Manquehue",140127790,Javier,,Las Condes,-33.40965,-70.57278,Entire home/apt,65000,1,87,2022-11-21,2.09,18,350,21,
35681236,Departamento al lado de Clinica las Condes,266845030,Victoria,,Las Condes,-33.38434,-70.53166,Entire home/apt,55000,2,74,2022-12-11,1.72,1,352,13,
36392155,Departamento cómodo en el mejor lugar!,241347626,Carlos,,Santiago,-33.44782,-70.63529,Entire home/apt,32000,2,19,2022-12-12,0.45,6,339,7,
35686369,"La Parva ski, Farellones",268326825,Claudia,,Lo Barnechea,-33.33701,-70.28921,Entire home/apt,200000,2,14,2022-09-19,0.33,1,359,6,
36392304,"Amazing apt, great location, w/parking,AC&terrance",29662222,Daniela,,Providencia,-33.42918,-70.6195,Entire home/apt,49000,1,173,2022-12-14,4.08,11,332,61,
36392403,"Dos dormitorios, dos baños, 3 camas",241347626,Carlos,,Santiago,-33.44783,-70.63359,Entire home/apt,44000,7,19,2022-10-31,0.46,6,358,13,
35043845,"D/7Metro Sta. Lucía, Clinica U. Católica",116444818,Francisca,,Santiago,-33.444644927978516,-70.6442642211914,Entire home/apt,29204,1,66,2022-12-22,1.94,10,362,42,
35044984,Departamento 2 Habitaciones 2 Baños - Stgo Centro.,189439813,Departamentos R&M,,Santiago,-33.43497,-70.65556,Entire home/apt,76903,1,17,2022-07-04,0.42,44,360,9,
35707635,"Modern, cozy and large apartment in Vitacura",6857740,Juan Francisco,,Vitacura,-33.39886,-70.58869,Entire home/apt,60000,15,6,2021-12-23,0.14,1,345,0,
35057121,Se arrienda   habitación,264069900,Gladys,,Quilicura,-33.36036,-70.75585,Entire home/apt,18618,31,0,,,1,365,0,
36392620,Te sentiras en el paraiso te lo aseguro,273639392,Jeannette,,La Granja,-33.53771,-70.62811,Private room,6830,6,0,,,1,362,0,
35710191,"Seguridad, tranquilidad y excelente conectividad!",248270533,Elizabeth,,Las Condes,-33.40685,-70.5747,Private room,30000,1,164,2022-12-24,3.83,2,344,70,
35712431,Apartamento Súper Cómodo Bellas Artes Santiago,268338196,José,,Santiago,-33.4377,-70.64442,Entire home/apt,36629,1,225,2022-12-11,5.24,11,362,62,
36397699,Cómodo departamento en ubicación perfecta m montt,169212101,Felipe,,Providencia,-33.42887,-70.61903,Entire home/apt,56513,1,3,2022-12-18,0.07,13,359,1,
36417963,Time Select - Standard Suite,264989072,Time Select,,Providencia,-33.42054,-70.59875,Hotel room,77767,1,0,,,2,365,0,
35061491,"El Colorado, Spring Summer, 4 People, Bike & More.",2744435,Antonia,,Lo Barnechea,-33.34716,-70.2915,Entire home/apt,80000,2,21,2022-09-29,0.49,1,365,4,
35718140,"Ideal para estudiantes, profecionales entr inde",242357459,Teresita,,Ñuñoa,-33.44633,-70.57978,Private room,13500,6,10,2022-12-19,0.27,10,364,7,
36563309,Valle Nevado. Edf. Licancabur / Dpto para 5-6 per,9697162,Carolina,,Lo Barnechea,-33.35385,-70.24893,Entire home/apt,300000,4,7,2022-08-25,0.39,1,178,5,
35732486,"Depto Cómodo y bello, a paso del metro!",183211785,Maria,,Ñuñoa,-33.44798,-70.61311,Entire home/apt,38571,5,23,2022-04-23,0.54,1,304,4,
36566846,Arriendo habitación con baño privado espectacular,58246828,Claudia,,Lo Barnechea,-33.34952,-70.52344,Private room,25000,3,0,,,1,28,0,
36418654,"Incredible apartment, ideal location & terrance",29662222,Daniela,,Providencia,-33.42856,-70.61795,Entire home/apt,49000,1,173,2022-12-14,4.08,11,345,42,
35741008,lovely place!,268850902,Pablo,,La Reina,-33.45435,-70.55494,Private room,15000,5,0,,,1,364,0,
36425681,Departamento 1 Dormitorio 1 Baño + Estacionamiento,18424293,Oscar,,Ñuñoa,-33.44978,-70.63076,Entire home/apt,55000,2,1,2021-11-24,0.07,2,89,0,
36567305,"Lastarria-Santiago,METRO.https://ths.li/bIImx",34783278,ALEJANDRAyCARLOS,,Santiago,-33.44034,-70.64205,Entire home/apt,40933,1,183,2022-12-14,4.39,2,355,73,
36568352,Habitacion Amoblada Santiago Centro. Barrio Brasil,274900239,Nelson,,Santiago,-33.44116,-70.66298,Private room,15000,30,0,,,1,365,0,
35764709,"Hermoso y tranquilo lugar, condominio residencial",223165885,Anna Paula,,Huechuraba,-33.38411,-70.60999,Entire home/apt,70000,2,27,2022-11-28,0.64,1,349,8,
36586683,Santiago Moneda Suites 810,257501324,Patricio,,Santiago,-33.44778,-70.65409,Entire home/apt,33886,1,213,2022-12-20,5.14,8,52,81,
36442084,Excelente espacio y acogedor.,263012514,Kathy,,Maipú,-33.47079,-70.75991,Private room,15000,1,1,2020-03-20,0.03,1,364,0,
35770823,Refugio montañés en La Parva,4210106,Cristóbal,,Lo Barnechea,-33.33585,-70.28955,Entire home/apt,300000,3,5,2022-08-01,0.28,3,365,3,
36448219,"Departamento Nuevo, a pasos 2da Estación  Metro.",46345637,Gonzalo,,Las Condes,-33.40548,-70.55789,Entire home/apt,69000,3,19,2022-10-16,0.46,1,363,7,
36448726,"3 LOFT moderno ÑUÑOA ,2 metros, cocina",137180367,Daniel,,Ñuñoa,-33.460835,-70.576065,Entire home/apt,23168,1,38,2022-12-14,0.90,7,63,8,
35796105,Departamento Valle Nevado 2B2D,9668393,Francisco,,Lo Barnechea,-33.35385,-70.24893,Entire home/apt,340000,2,4,2021-07-24,0.10,1,179,0,
36453186,Te encantará esté Departamento  You will love it!,141417190,Jorge,,Recoleta,-33.43286,-70.64021,Entire home/apt,30243,60,31,2022-02-08,0.74,2,365,7,
36589379,Valle Nevado. Departamento entero para 6 personas,274043905,Pamela,,Lo Barnechea,-33.35869,-70.30646,Entire home/apt,280000,4,17,2022-09-04,0.41,1,360,5,
36590720,"Casa cercana al aeropuerto, supermercados. Etc",275036817,Francisca,,Pudahuel,-33.43814,-70.7465,Private room,20000,3,0,,,1,363,0,
35799447,DEPARTAMENTO PROVIDENCIA- LADO METRO II,43099912,Pedro MG,,Providencia,-33.42504,-70.61282,Entire home/apt,33857,13,22,2022-10-25,0.55,5,333,8,
36602621,Santiago Moneda Suites 413,257501324,Patricio,,Santiago,-33.44701,-70.65367,Entire home/apt,34021,1,252,2022-12-27,6.10,8,47,111,
36453632,Blvd Lastarria c/ESTACIONAMIENTO incluido. Dpto418,34783278,ALEJANDRAyCARLOS,,Santiago,-33.4394,-70.6414,Entire home/apt,42954,1,178,2022-11-27,4.38,2,340,68,
35799965,Pieza individual en Santiago Centro,103471036,Bárbara,,Estación Central,-33.45221,-70.6942,Private room,18000,2,21,2022-11-13,0.50,1,361,7,
36457705,"Unique new place, Farellones",273371987,Willi Antonio,,Lo Barnechea,-33.3506,-70.30901,Private room,80000,2,12,2022-08-22,0.29,3,89,5,
36610706,¡Perfecto departamento en una ubicación única!,169212101,Felipe,,Providencia,-33.42848,-70.62003,Entire home/apt,59999,1,0,,,13,362,0,
35833704,Que pongo acá??,267622007,Alejandra,,Providencia,-33.42414,-70.61095,Entire home/apt,29212,30,0,,,1,365,0,
36624595,Time Select - 3 Room Combo Apartment,264989072,Time Select,,Las Condes,-33.41882,-70.59818,Private room,155535,1,0,,,2,363,0,
36468769,Excellent and full equipped studio in Providencia,11755233,Lionel,,Providencia,-33.4249,-70.60511,Entire home/apt,75000,7,5,2022-12-10,0.12,1,284,3,
36468798,2609 - Cerca del Metro y con estacionamiento,16254485,Francisco,,Ñuñoa,-33.45079,-70.62962,Entire home/apt,39748,2,47,2022-12-08,1.14,4,246,31,
35836727,Fabuloso Departamento a pasos de Barria Lastarria,23583650,Rodrigo,,Santiago,-33.44053,-70.64527,Entire home/apt,42857,2,1,2022-10-01,0.33,9,365,1,
35841646,"Welcome Home, Bienvenido a Casa, Bem-vindo ao lar",4019861,Hilda,,Santiago,-33.4697,-70.64796,Entire home/apt,16275,60,20,2022-09-08,0.48,1,167,3,
36475478,Valle Nevado Vip Apartments SKI OUT - IN.,274247664,Nicole,,Lo Barnechea,-33.31446,-70.24284,Entire home/apt,401798,3,0,,,1,364,0,
36475512,Dormitorio 2 personas en Metro Irarrazaval - Ñuñoa,274248883,Patricia,,Ñuñoa,-33.45391,-70.62784,Private room,25000,1,87,2022-12-12,2.41,1,362,44,
35843666,Un,147530234,Maria Paz,,Providencia,-33.43642,-70.62043,Private room,45000,1,0,,,1,365,0,
36482335,Renting a Room,274305621,Tomás,,Ñuñoa,-33.44866,-70.58301,Private room,12961,90,0,,,1,179,0,
36639279,Santiago Downtown Apartment,275396158,Lilian,,Santiago,-33.44734,-70.64191,Entire home/apt,35000,14,60,2020-03-14,1.43,1,0,0,
36639884,Duplex en La Parva,34297181,María José,,Lo Barnechea,-33.33762,-70.28886,Entire home/apt,230000,4,1,2022-07-18,0.18,1,365,1,
35864787,Loft en Centro de Santiago Bella Vista,57945643,Soledad,,Santiago,-33.44408,-70.64559,Entire home/apt,39714,1,25,2022-12-03,0.62,11,349,22,
35865186,Excellent location depart for tourists travelers,269765348,Patricio,,Santiago,-33.44432,-70.63687,Entire home/apt,50000,2,17,2019-10-20,0.40,1,0,0,
36642078,Habitación privada en alojamiento compartido,275417576,Sergio,,Estación Central,-33.45597,-70.69923,Private room,37000,2,4,2021-10-12,0.11,1,0,0,
36487842,2 individual beds,274348221,Felipe,,Santiago,-33.44033,-70.64423,Private room,39900,1,0,,,7,242,0,
36520816,Viagem de Motorhome experiência de vida Fantástica,53460054,Rodrigo Nunes,,Pudahuel,-33.40921,-70.79263,Private room,259224,1,0,,,1,365,0,
37389778,Brasil Room (Tours),185037748,Joseph,,Providencia,-33.43614,-70.63183,Private room,25000,1,3,2020-01-18,0.07,2,0,0,
37391513,Departamento Olé-El golf,162548288,Carolina,,Las Condes,-33.41544,-70.59281,Entire home/apt,70000,1,0,,,1,0,0,
36528281,Confy room and bathroom with luxurious amenities.,216043939,Carlos,,Las Condes,-33.39927,-70.571,Private room,25000,4,41,2022-12-13,1.01,1,303,13,
36646857,HABITACIÓN CON BAÑO PRIVADO EN  CENTRO HISTÓRICO,29683460,Laurita,,Santiago,-33.43653,-70.6535,Private room,23000,1,18,2022-08-21,0.43,1,333,1,
36666748,Departamento en Santiago centro,108731537,Daniela,,Santiago,-33.44579,-70.6529,Entire home/apt,38550,3,15,2022-12-12,1.58,1,352,15,
36671798,Departamento con excelente vista y ubicación Toba,277646336,Anahi,,Providencia,-33.42924,-70.58902,Entire home/apt,70000,3,18,2022-11-26,0.43,2,57,5,
37395611,Arriendo bello departamento en Ñuñoa desde 5 días,253600208,Daniela,,Ñuñoa,-33.44823,-70.61962,Entire home/apt,25000,2,5,2021-04-15,0.13,1,119,0,
36674341,"Rinconcito privado para ti, en mi hogar",275655752,Claudia,,Pudahuel,-33.45859,-70.7433,Private room,16990,1,136,2022-12-22,3.24,1,199,57,
36548927,Cómoda habitación en barrio residencial,118157228,Patricia,,Ñuñoa,-33.43924,-70.58136,Private room,20000,2,9,2022-11-01,0.25,2,361,5,
37423923,"Habitación en Maipu, Santiago de Chile",263752857,Angel Ricardo,,Maipú,-33.50885,-70.74729,Private room,12000,2,0,,,1,363,0,
36549166,Cálido y cómodo hospedaje,274756912,Cristian,,Las Condes,-33.42438,-70.57748,Private room,25000,1,1,2022-02-23,0.10,1,365,1,
36553705,Amplia y cómoda habitación  en barrio residencial,118157228,Patricia,,Ñuñoa,-33.43982,-70.58335,Private room,20000,4,5,2022-11-03,0.23,2,268,2,
36676032,Apartamento para descansar y disfrutar,275669070,Juan,,San Miguel,-33.50084,-70.64541,Private room,15000,1,0,,,1,178,0,
37424735,"Modern, Quiet, Safe Near  Apoquindo Avenue",282169399,Carmen,,Las Condes,-33.41718,-70.55921,Entire home/apt,30000,15,6,2020-03-31,0.15,1,273,0,
36554483,"Cómodos, Vistas, Lindos Apartamentos Metro",189539733,Cynthia,,Providencia,-33.42529,-70.61722,Entire home/apt,49000,2,18,2022-12-14,0.48,4,355,15,
36560834,Cómoda habitación en un grato lugar,274842920,Patricio,,Ñuñoa,-33.46498,-70.58778,Private room,15000,5,0,,,1,365,0,
37428094,Farellones Bed & Breafkast Verschneite Lodge 2,143210722,Christine,,Lo Barnechea,-33.35036,-70.31273,Shared room,85000,1,3,2022-06-24,0.07,4,364,1,
37434158,"Ciudad de los Valles , 10 minutos del Aeropuerto",189820346,Sylvana,,Pudahuel,-33.45985,-70.85347,Entire home/apt,224286,1,5,2022-10-15,0.19,6,56,1,
36562440,"City Suite - Sanhattan, Pasos Mall Costanera",212287552,Ana Maria,,Las Condes,-33.41576,-70.60155,Entire home/apt,38763,2,73,2022-12-20,1.75,2,351,16,
38131535,DEPARTAMENTO AMOBLADO  EXTRANJEROS O CHILENOS,289670094,Luis,,Santiago,-33.44778,-70.65303,Private room,40000,15,0,,,1,179,0,
38133527,Agradable espacio para disfrute de tu estancia.,288478353,Marco,,San Miguel,-33.51149,-70.66035,Private room,275669,1,2,2020-10-12,0.05,2,365,0,
36724258,Nuevo y lujoso refugio en La Parva Alta,34032645,Carolina,,Lo Barnechea,-33.33295,-70.28595,Entire home/apt,350000,3,11,2022-09-10,0.26,2,89,5,
36724601,Fantastic Flat in the Heat of Providencia Chile,273126353,Adelmo,,Providencia,-33.42258,-70.60383,Entire home/apt,90000,7,11,2021-11-02,0.26,1,1,0,
37434499,"Ciudad de los valles, 10 minutos del aeropuerto",189820346,Sylvana,,Pudahuel,-33.4605,-70.85342,Entire home/apt,192857,1,1,2020-02-21,0.03,6,56,0,
36734440,Casa amoblada en condominio seguro,245366708,Lissette,,Huechuraba,-33.34926,-70.68015,Entire home/apt,40000,5,12,2022-11-22,0.32,1,273,10,
36734994,Metro Santa Lucìa Centro,116439404,Lorena,,Santiago,-33.44487,-70.64364,Entire home/apt,25000,30,9,2022-12-12,0.22,1,365,3,
37436980,"Bello departamento, luminoso, cómodo y central",56808832,Ximena,,Santiago,-33.44776,-70.64161,Entire home/apt,39000,5,6,2022-10-07,0.15,1,347,3,
36735555,Santiago en las alturas,69877631,Roberto,,Santiago,-33.44873,-70.63516,Entire home/apt,25571,1,59,2022-12-21,1.41,2,38,24,
38134034,"@ Depto privado 
SOLO NOCHES de 
22.00 a 10am",123977613,Hernan,,La Florida,-33.53675,-70.58764,Entire home/apt,40000,1,54,2022-12-12,1.41,3,364,15,
38138085,No disponible,265942449,Alejandra,,Santiago,-33.43403,-70.66504,Shared room,10000,1,1,2022-10-04,0.34,1,90,1,
37449537,"Departamento Ski Resort Valle Nevado, 3D/2B 100m2",191943323,Daniela,,Lo Barnechea,-33.35633,-70.25283,Entire home/apt,500000,2,5,2022-08-13,0.12,1,180,2,
38146787,Casa Lily - Habitación doble,271107973,Liliana,,Maipú,-33.52483,-70.76512,Private room,40000,1,6,2022-04-25,0.24,1,365,4,
38151268,"Barrio El Golf, Nuevo, Metro Escuela Militar 2",85551276,Cristián,,Las Condes,-33.41055,-70.58853,Entire home/apt,45000,3,56,2022-12-01,1.39,3,154,18,
36737587,Ambiente Familiar,439457616,Gabriel,,Independencia,-33.4226,-70.65588,Entire home/apt,39286,3,22,2022-12-09,0.53,1,160,13,
37449539,"Departamento Santiago, estacionamiento subterraneo",282229915,Alejandra,,San Miguel,-33.48683,-70.6434,Entire home/apt,20000,30,12,2022-12-17,0.34,1,94,8,
36759204,ESTE ES TU LUGAR EN EL MEJOR SECTOR DE EL GOLF,5346323,(Email Hidden By Airbnb),,Las Condes,-33.41251,-70.5992,Entire home/apt,150000,3,17,2022-11-04,0.41,1,0,11,
38154107,"Departamento Centro Santiago, 2 personas.",177195612,Adriana,,Santiago,-33.44791,-70.63916,Entire home/apt,30000,2,48,2022-12-11,1.22,10,179,26,
37458498,Cómoda habitación en casa particular,89934254,Klaus,,Providencia,-33.44225,-70.6019,Private room,21000,2,30,2022-12-22,2.28,2,336,26,
38154817,DEPARTAMENTO MUY CENTRAL Y SEGURO PARA TURISTAS,289897148,María,,Recoleta,-33.43487,-70.63576,Entire home/apt,50000,1,15,2022-12-14,0.38,1,0,11,
38155449,Espacio13C,163449922,Paz,,Santiago,-33.43751,-70.64522,Entire home/apt,35714,1,97,2022-12-02,2.56,4,261,30,
38161516,Estudio bien ubicado,6259010,Cityrentals,,Las Condes,-33.40781,-70.56523,Entire home/apt,40000,7,5,2022-09-03,0.13,4,0,2,
36761811,Mirador Norte / Historical Center,94965180,Wilson,,Santiago,-33.43275,-70.6594,Entire home/apt,17500,15,15,2020-11-05,0.36,2,1,0,
37464461,Departamento Santiago Centro ideal parejas!,282635023,Teresa,,Santiago,-33.43732,-70.64589,Entire home/apt,35000,1,42,2022-12-10,1.02,2,364,6,
36772726,"Cerca de todo, la Capital  en su máxima expresión!",276415760,Manuel,,Santiago,-33.448,-70.65253,Entire home/apt,21602,7,6,2022-06-28,0.16,1,220,2,
36772941,Hermoso refugio con salida a cancha Colorado,222526756,Miguel Angel,,Lo Barnechea,-33.34899,-70.29099,Private room,175000,2,11,2022-08-15,0.26,1,365,4,
36773822,Cómo en Casa!,40063268,Marcelo,,Independencia,-33.41764,-70.65541,Entire home/apt,30000,3,23,2019-12-01,0.55,1,9,0,
38185920,Bellavista Panoramico,290165576,Cristian,,Recoleta,-33.43377,-70.64107,Entire home/apt,60486,2,2,2019-12-31,0.05,1,303,0,
38190852,Departamento en Macul con estacionamiento,110080315,Daniela,,Macul,-33.47618,-70.5989,Entire home/apt,45000,3,46,2022-12-13,1.16,1,52,28,
38206630,futòn san Isidro,287868456,Hermes,,Santiago,-33.45255,-70.64346,Shared room,9000,2,0,,,1,179,0,
37466659,Departamento en Santiago Centro,282635023,Teresa,,Santiago,-33.43832,-70.64612,Entire home/apt,35000,1,38,2022-12-12,0.92,2,364,19,
38209793,Concha y Toro 34,290338691,Hector,,Santiago,-33.44679,-70.66557,Private room,59622,1,0,,,2,364,0,
36807593,"Stunning Andes mountain views. Cosy, comfy house.",85909257,Bernard,,Lo Barnechea,-33.35077,-70.31396,Entire home/apt,240000,3,23,2022-09-15,0.56,23,350,17,
37477576,Espectacular departamento!! centro de Santiago,241347626,Carlos,,Santiago,-33.44683,-70.63412,Entire home/apt,32814,2,28,2022-11-26,0.68,6,333,11,
37488406,Habitación  privada  en departamento compartido.,1834607,Schafic,,Santiago,-33.43555,-70.64691,Private room,18000,7,0,,,1,365,0,
36808668,"£ Depto privado 
SOLO NOCHES de 
22.00 a 10am",123977613,Hernan,,La Florida,-33.53756,-70.58898,Entire home/apt,40000,1,48,2022-12-02,1.16,3,365,7,
38210197,Bidasoa House,157555134,Ruben,,Vitacura,-33.39905,-70.58598,Hotel room,99000,1,13,2022-11-22,0.37,2,352,9,
37490440,Arriendo departamento 1 habitación,281679199,Andres,,San Joaquín,-33.47783,-70.6229,Entire home/apt,34000,2,1,2019-08-11,0.02,1,40,0,
38212175,Habitación privada c Baño en Barrio Universitario.,115071407,Rodrigo,,Santiago,-33.4506,-70.66445,Private room,14000,2,1,2019-09-16,0.02,1,0,0,
38212631,CONCHA Y TORO 34,290338691,Hector,,Santiago,-33.44609,-70.66572,Private room,43204,1,0,,,2,364,0,
36809785,"Amplio Departamento, 3D 3B, excelente ubicación!",172939311,Eliana,,Las Condes,-33.42195,-70.57625,Entire home/apt,40000,5,2,2019-08-23,0.05,1,24,0,
36811940,Se destaca por un grato ambiente y acogedor,276700347,Macarena,,Santiago,-33.44756,-70.64653,Entire home/apt,24571,2,66,2022-12-22,1.86,1,111,43,+56984869599
37493436,Apartamento de 3 habitaciones en todo el centro,282928380,Antonio,,Santiago,-33.47018,-70.64817,Entire home/apt,129612,1,0,,,1,179,0,
37494702,Casa completa equipada,282943130,Rosa,,La Florida,-33.52153,-70.60533,Entire home/apt,70714,3,27,2022-10-30,0.66,2,357,7,
36837125,"Departamento, Providencia",30700885,Marcela,,Providencia,-33.44184,-70.61882,Entire home/apt,17000,30,2,2020-03-20,0.06,1,303,0,
36858581,Pieza con baño privado y salida independiente.,277031839,Cristian,,Quinta Normal,-33.41998,-70.69733,Private room,14329,1,156,2022-12-21,3.81,1,25,108,
38231497,"Arriendo Santiago centro, Confortable y Centrico",290503140,Boris Del Carmen,,Independencia,-33.42887,-70.65857,Entire home/apt,29000,1,30,2022-11-30,0.74,1,0,15,
37504071,"Habitación en Plaza Italia/Baquedano, Santiago, CL",169151838,Ignacio,,Santiago,-33.43763,-70.63544,Private room,28000,1,1,2022-09-04,0.26,1,364,1,
37524049,SyS Un hogar especial,283365785,Scarlett,,Maipú,-33.55047,-70.79744,Entire home/apt,29990,1,83,2022-12-14,2.12,1,348,30,
36868450,Apartment in bohemian neighbourhood,277103094,Ignacio,,Recoleta,-33.43016,-70.64082,Entire home/apt,37571,2,25,2022-12-13,0.60,1,92,16,
37524527,Beautiful and comfortable studio apartment,259842741,Geraldine,,Providencia,-33.43402,-70.62654,Entire home/apt,29000,3,157,2022-12-27,3.82,1,18,42,
36870624,Mi dulce Abeja,277122690,Elgia,,La Reina,-33.43147,-70.57275,Private room,14000,1,17,2020-03-01,0.42,2,1,0,
36871239,5 estrellas en la mejor ubicación de Santiago!,50373629,Gislaine,,Las Condes,-33.41517,-70.60426,Entire home/apt,69127,3,41,2022-12-10,0.99,1,178,18,
36874834,Pieza en las Condes,158219414,Jose Manuel,,Las Condes,-33.41713,-70.57154,Private room,18000,1,0,,,1,178,0,
38236208,Óptima Ubicación - A pasos de Metro Manquehue,3519678,Paz,,Las Condes,-33.41171,-70.5658,Entire home/apt,42000,20,0,,,1,18,0,
37526664,Arriendo Depto Valle Nevado acceso directo canchas,263472198,Silvia,,Lo Barnechea,-33.35896,-70.29097,Entire home/apt,450000,3,6,2022-08-16,0.34,1,59,2,
38237420,"Depto. amplio, impecable e inmejorable ubicación",290554848,Teresa,,Santiago,-33.43986,-70.65577,Entire home/apt,87143,3,67,2022-12-13,1.67,1,155,28,
